vendorId,name,price,description,categoryId,isVeg,isAvailable
57,Filter Coffee,60,Our signature filter coffee prepared fresh using quality ingredients and authentic flavors.,2,True,True
58,Chicken Biryani,280,Our signature chicken biryani prepared fresh using quality ingredients and authentic flavors.,6,False,True
58,Mutton Biryani,360,Our signature mutton biryani prepared fresh using quality ingredients and authentic flavors.,6,False,True
58,Veg Biryani,220,Our signature veg biryani prepared fresh using quality ingredients and authentic flavors.,6,True,True
58,Raita,40,Our signature raita prepared fresh using quality ingredients and authentic flavors.,6,True,True
58,Double Ka Meetha,120,Our signature double ka meetha prepared fresh using quality ingredients and authentic flavors.,6,True,True
59,Hakka Noodles,180,Our signature hakka noodles prepared fresh using quality ingredients and authentic flavors.,4,True,True
59,Chilli Paneer,220,Our signature chilli paneer prepared fresh using quality ingredients and authentic flavors.,4,True,True
59,Fried Rice,170,Our signature fried rice prepared fresh using quality ingredients and authentic flavors.,4,True,True
59,Manchurian,210,Our signature manchurian prepared fresh using quality ingredients and authentic flavors.,4,True,True
59,Spring Rolls,160,Our signature spring rolls prepared fresh using quality ingredients and authentic flavors.,4,True,True
60,Kulfi,80,Our signature kulfi prepared fresh using quality ingredients and authentic flavors.,8,True,True
60,Falooda,140,Our signature falooda prepared fresh using quality ingredients and authentic flavors.,8,True,True
60,Rabri,120,Our signature rabri prepared fresh using quality ingredients and authentic flavors.,8,True,True
60,Gulab Jamun,60,Our signature gulab jamun prepared fresh using quality ingredients and authentic flavors.,8,True,True
60,Rasmalai,90,Our signature rasmalai prepared fresh using quality ingredients and authentic flavors.,8,True,True
61,Papdi Chaat,120,Our signature papdi chaat prepared fresh using quality ingredients and authentic flavors.,5,True,True
61,Dahi Bhalla,100,Our signature dahi bhalla prepared fresh using quality ingredients and authentic flavors.,5,True,True
61,Aloo Tikki,90,Our signature aloo tikki prepared fresh using quality ingredients and authentic flavors.,5,True,True
61,Pani Puri,60,Our signature pani puri prepared fresh using quality ingredients and authentic flavors.,5,True,True
61,Raj Kachori,140,Our signature raj kachori prepared fresh using quality ingredients and authentic flavors.,5,True,True
62,Butter Chicken,320,Our signature butter chicken prepared fresh using quality ingredients and authentic flavors.,3,False,True
62,Tandoori Chicken,380,Our signature tandoori chicken prepared fresh using quality ingredients and authentic flavors.,3,False,False
62,Paneer Butter Masala,260,Our signature paneer butter masala prepared fresh using quality ingredients and authentic flavors.,3,True,True
62,Dal Makhani,220,Our signature dal makhani prepared fresh using quality ingredients and authentic flavors.,3,True,True
62,Butter Naan,50,Our signature butter naan prepared fresh using quality ingredients and authentic flavors.,3,True,True
63,Masala Dosa,140,Our signature masala dosa prepared fresh using quality ingredients and authentic flavors.,2,True,True
63,Idli Sambar,90,Our signature idli sambar prepared fresh using quality ingredients and authentic flavors.,2,True,True
63,Medu Vada,100,Our signature medu vada prepared fresh using quality ingredients and authentic flavors.,2,True,True
63,Plain Dosa,110,Our signature plain dosa prepared fresh using quality ingredients and authentic flavors.,2,True,True
63,Filter Coffee,60,Our signature filter coffee prepared fresh using quality ingredients and authentic flavors.,2,True,True
64,Chicken Biryani,280,Our signature chicken biryani prepared fresh using quality ingredients and authentic flavors.,6,False,True
64,Mutton Biryani,360,Our signature mutton biryani prepared fresh using quality ingredients and authentic flavors.,6,False,True
64,Veg Biryani,220,Our signature veg biryani prepared fresh using quality ingredients and authentic flavors.,6,True,True
64,Raita,40,Our signature raita prepared fresh using quality ingredients and authentic flavors.,6,True,True
64,Double Ka Meetha,120,Our signature double ka meetha prepared fresh using quality ingredients and authentic flavors.,6,True,False
65,Hakka Noodles,180,Our signature hakka noodles prepared fresh using quality ingredients and authentic flavors.,4,True,True
65,Chilli Paneer,220,Our signature chilli paneer prepared fresh using quality ingredients and authentic flavors.,4,True,True
65,Fried Rice,170,Our signature fried rice prepared fresh using quality ingredients and authentic flavors.,4,True,True
65,Manchurian,210,Our signature manchurian prepared fresh using quality ingredients and authentic flavors.,4,True,True
65,Spring Rolls,160,Our signature spring rolls prepared fresh using quality ingredients and authentic flavors.,4,True,True
66,Kulfi,80,Our signature kulfi prepared fresh using quality ingredients and authentic flavors.,8,True,True
66,Falooda,140,Our signature falooda prepared fresh using quality ingredients and authentic flavors.,8,True,True
66,Rabri,120,Our signature rabri prepared fresh using quality ingredients and authentic flavors.,8,True,True
66,Gulab Jamun,60,Our signature gulab jamun prepared fresh using quality ingredients and authentic flavors.,8,True,True
66,Rasmalai,90,Our signature rasmalai prepared fresh using quality ingredients and authentic flavors.,8,True,True
67,Papdi Chaat,120,Our signature papdi chaat prepared fresh using quality ingredients and authentic flavors.,5,True,True
67,Dahi Bhalla,100,Our signature dahi bhalla prepared fresh using quality ingredients and authentic flavors.,5,True,True
67,Aloo Tikki,90,Our signature aloo tikki prepared fresh using quality ingredients and authentic flavors.,5,True,True
67,Pani Puri,60,Our signature pani puri prepared fresh using quality ingredients and authentic flavors.,5,True,True
67,Raj Kachori,140,Our signature raj kachori prepared fresh using quality ingredients and authentic flavors.,5,True,True
68,Butter Chicken,320,Our signature butter chicken prepared fresh using quality ingredients and authentic flavors.,3,False,True
68,Tandoori Chicken,380,Our signature tandoori chicken prepared fresh using quality ingredients and authentic flavors.,3,False,True
68,Paneer Butter Masala,260,Our signature paneer butter masala prepared fresh using quality ingredients and authentic flavors.,3,True,False
68,Dal Makhani,220,Our signature dal makhani prepared fresh using quality ingredients and authentic flavors.,3,True,True
68,Butter Naan,50,Our signature butter naan prepared fresh using quality ingredients and authentic flavors.,3,True,True
69,Masala Dosa,140,Our signature masala dosa prepared fresh using quality ingredients and authentic flavors.,2,True,True
69,Idli Sambar,90,Our signature idli sambar prepared fresh using quality ingredients and authentic flavors.,2,True,True
69,Medu Vada,100,Our signature medu vada prepared fresh using quality ingredients and authentic flavors.,2,True,True
69,Plain Dosa,110,Our signature plain dosa prepared fresh using quality ingredients and authentic flavors.,2,True,True
69,Filter Coffee,60,Our signature filter coffee prepared fresh using quality ingredients and authentic flavors.,2,True,True
70,Chicken Biryani,280,Our signature chicken biryani prepared fresh using quality ingredients and authentic flavors.,6,False,True
70,Mutton Biryani,360,Our signature mutton biryani prepared fresh using quality ingredients and authentic flavors.,6,False,True
70,Veg Biryani,220,Our signature veg biryani prepared fresh using quality ingredients and authentic flavors.,6,True,False
70,Raita,40,Our signature raita prepared fresh using quality ingredients and authentic flavors.,6,True,True
70,Double Ka Meetha,120,Our signature double ka meetha prepared fresh using quality ingredients and authentic flavors.,6,True,True
71,Hakka Noodles,180,Our signature hakka noodles prepared fresh using quality ingredients and authentic flavors.,4,True,True
71,Chilli Paneer,220,Our signature chilli paneer prepared fresh using quality ingredients and authentic flavors.,4,True,True
71,Fried Rice,170,Our signature fried rice prepared fresh using quality ingredients and authentic flavors.,4,True,False
71,Manchurian,210,Our signature manchurian prepared fresh using quality ingredients and authentic flavors.,4,True,True
71,Spring Rolls,160,Our signature spring rolls prepared fresh using quality ingredients and authentic flavors.,4,True,True
72,Kulfi,80,Our signature kulfi prepared fresh using quality ingredients and authentic flavors.,8,True,True
72,Falooda,140,Our signature falooda prepared fresh using quality ingredients and authentic flavors.,8,True,False
72,Rabri,120,Our signature rabri prepared fresh using quality ingredients and authentic flavors.,8,True,True
72,Gulab Jamun,60,Our signature gulab jamun prepared fresh using quality ingredients and authentic flavors.,8,True,True
72,Rasmalai,90,Our signature rasmalai prepared fresh using quality ingredients and authentic flavors.,8,True,True
73,Papdi Chaat,120,Our signature papdi chaat prepared fresh using quality ingredients and authentic flavors.,5,True,True
73,Dahi Bhalla,100,Our signature dahi bhalla prepared fresh using quality ingredients and authentic flavors.,5,True,True
73,Aloo Tikki,90,Our signature aloo tikki prepared fresh using quality ingredients and authentic flavors.,5,True,True
73,Pani Puri,60,Our signature pani puri prepared fresh using quality ingredients and authentic flavors.,5,True,True
73,Raj Kachori,140,Our signature raj kachori prepared fresh using quality ingredients and authentic flavors.,5,True,True
74,Butter Chicken,320,Our signature butter chicken prepared fresh using quality ingredients and authentic flavors.,3,False,True
74,Tandoori Chicken,380,Our signature tandoori chicken prepared fresh using quality ingredients and authentic flavors.,3,False,True
74,Paneer Butter Masala,260,Our signature paneer butter masala prepared fresh using quality ingredients and authentic flavors.,3,True,True
74,Dal Makhani,220,Our signature dal makhani prepared fresh using quality ingredients and authentic flavors.,3,True,True
74,Butter Naan,50,Our signature butter naan prepared fresh using quality ingredients and authentic flavors.,3,True,True
75,Masala Dosa,140,Our signature masala dosa prepared fresh using quality ingredients and authentic flavors.,2,True,True
75,Idli Sambar,90,Our signature idli sambar prepared fresh using quality ingredients and authentic flavors.,2,True,True
75,Medu Vada,100,Our signature medu vada prepared fresh using quality ingredients and authentic flavors.,2,True,True
75,Plain Dosa,110,Our signature plain dosa prepared fresh using quality ingredients and authentic flavors.,2,True,True
75,Filter Coffee,60,Our signature filter coffee prepared fresh using quality ingredients and authentic flavors.,2,True,True
