userId,vendorId,rating,text
49,32,3,Food was decent and service was average.
34,58,4,One of the best meals I've had in Delhi. Highly recommended.
5,73,5,Worth every rupee. Delicious and hygienic.
33,26,4,Great flavors and quick service. Would definitely visit again.
11,42,2,Not a great experience. Can be improved.
8,27,3,Reasonable pricing with satisfactory quality.
6,66,4,Absolutely loved the food. Fresh ingredients and excellent taste.
30,17,4,Authentic taste with generous portions and friendly staff.
37,8,4,One of the best meals I've had in Delhi. Highly recommended.
47,3,4,Absolutely loved the food. Fresh ingredients and excellent taste.
48,28,4,Absolutely loved the food. Fresh ingredients and excellent taste.
28,45,3,Food was decent and service was average.
5,61,5,Authentic taste with generous portions and friendly staff.
12,18,3,Reasonable pricing with satisfactory quality.
24,49,4,Authentic taste with generous portions and friendly staff.
25,11,3,Good taste but waiting time was a little long.
42,45,5,Worth every rupee. Delicious and hygienic.
26,68,5,Great flavors and quick service. Would definitely visit again.
1,3,1,Not a great experience. Can be improved.
44,70,4,Authentic taste with generous portions and friendly staff.
15,32,4,Great flavors and quick service. Would definitely visit again.
18,25,2,Food was cold when served and lacked flavor.
3,54,4,Absolutely loved the food. Fresh ingredients and excellent taste.
16,27,5,Worth every rupee. Delicious and hygienic.
3,58,4,Absolutely loved the food. Fresh ingredients and excellent taste.
16,6,4,Great flavors and quick service. Would definitely visit again.
35,28,3,Food was decent and service was average.
9,65,1,Service was slow and the order was delayed.
47,74,5,Worth every rupee. Delicious and hygienic.
50,42,5,Great flavors and quick service. Would definitely visit again.
43,67,5,One of the best meals I've had in Delhi. Highly recommended.
18,8,4,Worth every rupee. Delicious and hygienic.
48,23,4,Authentic taste with generous portions and friendly staff.
36,64,5,One of the best meals I've had in Delhi. Highly recommended.
42,49,3,Nice place overall though seating could improve.
45,54,4,One of the best meals I've had in Delhi. Highly recommended.
25,24,3,Reasonable pricing with satisfactory quality.
16,29,5,Great flavors and quick service. Would definitely visit again.
30,8,4,Authentic taste with generous portions and friendly staff.
36,68,5,Great flavors and quick service. Would definitely visit again.
17,27,5,Absolutely loved the food. Fresh ingredients and excellent taste.
29,48,5,Great flavors and quick service. Would definitely visit again.
4,35,4,Worth every rupee. Delicious and hygienic.
39,6,2,Service was slow and the order was delayed.
49,72,5,Great flavors and quick service. Would definitely visit again.
22,39,1,Food was cold when served and lacked flavor.
14,25,1,Food was cold when served and lacked flavor.
48,62,2,Service was slow and the order was delayed.
26,31,4,One of the best meals I've had in Delhi. Highly recommended.
25,60,4,One of the best meals I've had in Delhi. Highly recommended.
20,34,4,Authentic taste with generous portions and friendly staff.
30,13,3,Reasonable pricing with satisfactory quality.
49,41,2,Expected better quality for the price.
21,53,5,Great flavors and quick service. Would definitely visit again.
48,19,5,Worth every rupee. Delicious and hygienic.
38,75,3,Nice place overall though seating could improve.
10,26,5,Authentic taste with generous portions and friendly staff.
37,32,4,One of the best meals I've had in Delhi. Highly recommended.
17,63,1,Not a great experience. Can be improved.
30,22,3,Nice place overall though seating could improve.
11,18,3,Reasonable pricing with satisfactory quality.
12,70,1,Food was cold when served and lacked flavor.
34,5,3,Food was decent and service was average.
43,7,3,Reasonable pricing with satisfactory quality.
9,30,5,Great flavors and quick service. Would definitely visit again.
1,28,4,One of the best meals I've had in Delhi. Highly recommended.
4,62,3,Food was decent and service was average.
1,69,4,Absolutely loved the food. Fresh ingredients and excellent taste.
2,68,3,Nice place overall though seating could improve.
2,65,3,Reasonable pricing with satisfactory quality.
12,14,2,Service was slow and the order was delayed.
16,25,4,One of the best meals I've had in Delhi. Highly recommended.
23,35,3,Food was decent and service was average.
24,52,4,Great flavors and quick service. Would definitely visit again.
45,29,5,Absolutely loved the food. Fresh ingredients and excellent taste.
42,5,5,Authentic taste with generous portions and friendly staff.
25,71,4,Absolutely loved the food. Fresh ingredients and excellent taste.
45,22,5,Authentic taste with generous portions and friendly staff.
42,43,4,Absolutely loved the food. Fresh ingredients and excellent taste.
34,6,5,Worth every rupee. Delicious and hygienic.
31,35,5,Absolutely loved the food. Fresh ingredients and excellent taste.
44,36,2,Food was cold when served and lacked flavor.
12,41,5,Great flavors and quick service. Would definitely visit again.
38,19,3,Reasonable pricing with satisfactory quality.
5,39,5,Great flavors and quick service. Would definitely visit again.
37,50,3,Nice place overall though seating could improve.
25,18,3,Food was decent and service was average.
33,45,5,Authentic taste with generous portions and friendly staff.
15,10,5,Worth every rupee. Delicious and hygienic.
39,51,1,Expected better quality for the price.
2,35,3,Reasonable pricing with satisfactory quality.
32,30,4,Authentic taste with generous portions and friendly staff.
28,24,3,Reasonable pricing with satisfactory quality.
6,38,3,Food was decent and service was average.
6,35,5,Great flavors and quick service. Would definitely visit again.
48,50,5,Absolutely loved the food. Fresh ingredients and excellent taste.
6,1,2,Not a great experience. Can be improved.
24,35,5,Absolutely loved the food. Fresh ingredients and excellent taste.
12,56,4,Worth every rupee. Delicious and hygienic.
33,53,5,Absolutely loved the food. Fresh ingredients and excellent taste.
23,71,5,Worth every rupee. Delicious and hygienic.
21,50,5,Authentic taste with generous portions and friendly staff.
25,11,3,Good taste but waiting time was a little long.
37,67,5,Authentic taste with generous portions and friendly staff.
11,18,5,One of the best meals I've had in Delhi. Highly recommended.
32,19,5,Authentic taste with generous portions and friendly staff.
18,54,5,Absolutely loved the food. Fresh ingredients and excellent taste.
24,33,2,Not a great experience. Can be improved.
39,26,4,Great flavors and quick service. Would definitely visit again.
20,1,2,Expected better quality for the price.
40,49,3,Nice place overall though seating could improve.
29,43,4,Worth every rupee. Delicious and hygienic.
9,39,5,Great flavors and quick service. Would definitely visit again.
31,41,5,Authentic taste with generous portions and friendly staff.
21,38,3,Reasonable pricing with satisfactory quality.
37,32,5,One of the best meals I've had in Delhi. Highly recommended.
26,47,5,Worth every rupee. Delicious and hygienic.
13,70,5,Worth every rupee. Delicious and hygienic.
2,60,2,Service was slow and the order was delayed.
29,38,3,Food was decent and service was average.
27,64,5,One of the best meals I've had in Delhi. Highly recommended.
16,33,3,Reasonable pricing with satisfactory quality.
25,10,4,Worth every rupee. Delicious and hygienic.
31,75,4,Worth every rupee. Delicious and hygienic.
45,54,4,One of the best meals I've had in Delhi. Highly recommended.
45,69,4,Absolutely loved the food. Fresh ingredients and excellent taste.
7,32,3,Nice place overall though seating could improve.
11,6,4,Authentic taste with generous portions and friendly staff.
49,43,1,Not a great experience. Can be improved.
7,2,5,Great flavors and quick service. Would definitely visit again.
33,67,4,Worth every rupee. Delicious and hygienic.
15,58,4,Authentic taste with generous portions and friendly staff.
50,65,5,Absolutely loved the food. Fresh ingredients and excellent taste.
31,14,5,Absolutely loved the food. Fresh ingredients and excellent taste.
8,19,5,One of the best meals I've had in Delhi. Highly recommended.
30,27,4,One of the best meals I've had in Delhi. Highly recommended.
31,13,4,Authentic taste with generous portions and friendly staff.
21,9,5,Absolutely loved the food. Fresh ingredients and excellent taste.
2,44,4,Great flavors and quick service. Would definitely visit again.
48,32,4,Worth every rupee. Delicious and hygienic.
11,43,4,Authentic taste with generous portions and friendly staff.
15,52,4,Great flavors and quick service. Would definitely visit again.
41,56,4,Worth every rupee. Delicious and hygienic.
13,58,4,Authentic taste with generous portions and friendly staff.
1,28,5,Absolutely loved the food. Fresh ingredients and excellent taste.
37,14,3,Good taste but waiting time was a little long.
24,42,5,Absolutely loved the food. Fresh ingredients and excellent taste.
17,63,4,One of the best meals I've had in Delhi. Highly recommended.
39,50,4,Worth every rupee. Delicious and hygienic.
8,45,4,Authentic taste with generous portions and friendly staff.
40,23,3,Nice place overall though seating could improve.
40,11,3,Nice place overall though seating could improve.
8,31,5,Great flavors and quick service. Would definitely visit again.
24,19,4,Authentic taste with generous portions and friendly staff.
39,18,4,Authentic taste with generous portions and friendly staff.
12,63,4,Great flavors and quick service. Would definitely visit again.
36,22,4,Great flavors and quick service. Would definitely visit again.
12,41,3,Food was decent and service was average.
23,2,4,Great flavors and quick service. Would definitely visit again.
25,72,4,Authentic taste with generous portions and friendly staff.
27,63,4,Authentic taste with generous portions and friendly staff.
32,22,5,Absolutely loved the food. Fresh ingredients and excellent taste.
49,29,5,One of the best meals I've had in Delhi. Highly recommended.
15,69,5,Authentic taste with generous portions and friendly staff.
37,64,4,Absolutely loved the food. Fresh ingredients and excellent taste.
37,15,5,Worth every rupee. Delicious and hygienic.
24,70,3,Food was decent and service was average.
49,57,4,Authentic taste with generous portions and friendly staff.
7,32,5,Absolutely loved the food. Fresh ingredients and excellent taste.
29,34,5,Absolutely loved the food. Fresh ingredients and excellent taste.
29,16,3,Good taste but waiting time was a little long.
14,45,2,Not a great experience. Can be improved.
11,18,3,Good taste but waiting time was a little long.
4,73,4,One of the best meals I've had in Delhi. Highly recommended.
39,69,5,One of the best meals I've had in Delhi. Highly recommended.
19,74,5,Worth every rupee. Delicious and hygienic.
44,13,5,Authentic taste with generous portions and friendly staff.
4,36,2,Service was slow and the order was delayed.
45,17,5,One of the best meals I've had in Delhi. Highly recommended.
16,51,4,Worth every rupee. Delicious and hygienic.
41,35,4,Authentic taste with generous portions and friendly staff.
29,10,4,Absolutely loved the food. Fresh ingredients and excellent taste.
26,66,3,Nice place overall though seating could improve.
30,63,5,Absolutely loved the food. Fresh ingredients and excellent taste.
50,12,3,Reasonable pricing with satisfactory quality.
41,46,2,Not a great experience. Can be improved.
14,55,3,Reasonable pricing with satisfactory quality.
18,42,3,Nice place overall though seating could improve.
36,74,5,Authentic taste with generous portions and friendly staff.
22,7,5,Authentic taste with generous portions and friendly staff.
2,16,2,Service was slow and the order was delayed.
29,59,5,Authentic taste with generous portions and friendly staff.
13,17,2,Expected better quality for the price.
11,36,5,One of the best meals I've had in Delhi. Highly recommended.
17,11,4,Great flavors and quick service. Would definitely visit again.
4,51,4,Great flavors and quick service. Would definitely visit again.
28,12,3,Food was decent and service was average.
14,62,5,Worth every rupee. Delicious and hygienic.
15,67,3,Food was decent and service was average.
1,44,3,Reasonable pricing with satisfactory quality.
45,17,4,Great flavors and quick service. Would definitely visit again.
25,12,3,Food was decent and service was average.
7,41,4,One of the best meals I've had in Delhi. Highly recommended.
9,49,3,Good taste but waiting time was a little long.
42,19,5,Worth every rupee. Delicious and hygienic.
1,22,4,Great flavors and quick service. Would definitely visit again.
41,20,2,Not a great experience. Can be improved.
14,12,2,Service was slow and the order was delayed.
49,16,4,Authentic taste with generous portions and friendly staff.
23,55,5,Great flavors and quick service. Would definitely visit again.
16,36,4,Great flavors and quick service. Would definitely visit again.
36,37,3,Food was decent and service was average.
43,39,5,Worth every rupee. Delicious and hygienic.
33,25,3,Nice place overall though seating could improve.
42,7,3,Good taste but waiting time was a little long.
32,50,5,Authentic taste with generous portions and friendly staff.
41,10,4,Absolutely loved the food. Fresh ingredients and excellent taste.
24,41,5,Worth every rupee. Delicious and hygienic.
27,47,4,Great flavors and quick service. Would definitely visit again.
49,61,1,Food was cold when served and lacked flavor.
2,9,5,Great flavors and quick service. Would definitely visit again.
3,8,2,Not a great experience. Can be improved.
33,37,4,Worth every rupee. Delicious and hygienic.
50,54,4,Authentic taste with generous portions and friendly staff.
6,69,4,Great flavors and quick service. Would definitely visit again.
18,11,5,Worth every rupee. Delicious and hygienic.
14,20,4,Authentic taste with generous portions and friendly staff.
38,9,5,Authentic taste with generous portions and friendly staff.
47,31,5,Absolutely loved the food. Fresh ingredients and excellent taste.
28,15,4,Worth every rupee. Delicious and hygienic.
4,40,3,Good taste but waiting time was a little long.
8,2,3,Food was decent and service was average.
11,64,1,Expected better quality for the price.
11,48,5,One of the best meals I've had in Delhi. Highly recommended.
47,16,3,Food was decent and service was average.
22,55,5,Absolutely loved the food. Fresh ingredients and excellent taste.
17,74,4,Authentic taste with generous portions and friendly staff.
30,66,4,Authentic taste with generous portions and friendly staff.
37,22,4,One of the best meals I've had in Delhi. Highly recommended.
50,14,2,Food was cold when served and lacked flavor.
15,66,5,Absolutely loved the food. Fresh ingredients and excellent taste.
16,6,4,Authentic taste with generous portions and friendly staff.
10,23,2,Food was cold when served and lacked flavor.
36,54,5,Great flavors and quick service. Would definitely visit again.
27,41,5,Absolutely loved the food. Fresh ingredients and excellent taste.
37,48,5,Absolutely loved the food. Fresh ingredients and excellent taste.
12,29,3,Food was decent and service was average.
26,9,2,Expected better quality for the price.
50,40,5,Worth every rupee. Delicious and hygienic.
30,2,4,One of the best meals I've had in Delhi. Highly recommended.
37,39,3,Good taste but waiting time was a little long.
30,48,4,Authentic taste with generous portions and friendly staff.
50,26,3,Good taste but waiting time was a little long.
10,1,2,Food was cold when served and lacked flavor.
15,70,5,Absolutely loved the food. Fresh ingredients and excellent taste.
22,1,3,Reasonable pricing with satisfactory quality.
48,40,5,Worth every rupee. Delicious and hygienic.
16,54,4,Absolutely loved the food. Fresh ingredients and excellent taste.
10,36,5,Great flavors and quick service. Would definitely visit again.
34,53,3,Nice place overall though seating could improve.
30,11,4,Worth every rupee. Delicious and hygienic.
9,51,5,Worth every rupee. Delicious and hygienic.
4,56,3,Good taste but waiting time was a little long.
16,38,5,One of the best meals I've had in Delhi. Highly recommended.
26,42,5,One of the best meals I've had in Delhi. Highly recommended.
15,10,2,Service was slow and the order was delayed.
50,75,5,Absolutely loved the food. Fresh ingredients and excellent taste.
11,58,4,Authentic taste with generous portions and friendly staff.
8,69,4,Great flavors and quick service. Would definitely visit again.
29,40,4,Absolutely loved the food. Fresh ingredients and excellent taste.
6,21,3,Nice place overall though seating could improve.
46,6,5,One of the best meals I've had in Delhi. Highly recommended.
10,12,3,Nice place overall though seating could improve.
26,66,5,One of the best meals I've had in Delhi. Highly recommended.
17,23,5,Authentic taste with generous portions and friendly staff.
29,72,3,Good taste but waiting time was a little long.
7,60,5,Great flavors and quick service. Would definitely visit again.
8,2,5,Great flavors and quick service. Would definitely visit again.
9,26,3,Nice place overall though seating could improve.
44,11,4,One of the best meals I've had in Delhi. Highly recommended.
5,3,1,Service was slow and the order was delayed.
42,57,3,Food was decent and service was average.
22,16,5,Authentic taste with generous portions and friendly staff.
4,22,2,Not a great experience. Can be improved.
47,51,4,Authentic taste with generous portions and friendly staff.
44,55,5,Great flavors and quick service. Would definitely visit again.
12,36,5,Great flavors and quick service. Would definitely visit again.
3,32,4,Authentic taste with generous portions and friendly staff.
27,71,4,Absolutely loved the food. Fresh ingredients and excellent taste.
18,50,5,Great flavors and quick service. Would definitely visit again.
42,68,5,Worth every rupee. Delicious and hygienic.
2,49,3,Nice place overall though seating could improve.
31,70,3,Nice place overall though seating could improve.
37,65,5,One of the best meals I've had in Delhi. Highly recommended.
12,4,5,Great flavors and quick service. Would definitely visit again.
2,36,5,Authentic taste with generous portions and friendly staff.
34,46,3,Good taste but waiting time was a little long.
11,13,5,Great flavors and quick service. Would definitely visit again.
18,69,3,Food was decent and service was average.
49,29,4,Authentic taste with generous portions and friendly staff.
23,23,5,Worth every rupee. Delicious and hygienic.
21,46,2,Food was cold when served and lacked flavor.
46,46,2,Service was slow and the order was delayed.
37,25,3,Reasonable pricing with satisfactory quality.
35,40,5,Absolutely loved the food. Fresh ingredients and excellent taste.
6,8,5,Great flavors and quick service. Would definitely visit again.
2,68,4,One of the best meals I've had in Delhi. Highly recommended.
40,26,3,Nice place overall though seating could improve.
46,23,2,Expected better quality for the price.
4,3,5,Great flavors and quick service. Would definitely visit again.
50,15,3,Nice place overall though seating could improve.
5,48,3,Reasonable pricing with satisfactory quality.
38,13,5,One of the best meals I've had in Delhi. Highly recommended.
9,21,3,Reasonable pricing with satisfactory quality.
41,63,4,Great flavors and quick service. Would definitely visit again.
46,72,3,Nice place overall though seating could improve.
15,23,4,One of the best meals I've had in Delhi. Highly recommended.
9,23,3,Reasonable pricing with satisfactory quality.
50,73,5,Worth every rupee. Delicious and hygienic.
21,29,4,Absolutely loved the food. Fresh ingredients and excellent taste.
32,19,5,Absolutely loved the food. Fresh ingredients and excellent taste.
16,45,1,Service was slow and the order was delayed.
41,12,3,Nice place overall though seating could improve.
29,2,5,Great flavors and quick service. Would definitely visit again.
45,9,4,Absolutely loved the food. Fresh ingredients and excellent taste.
47,1,5,Authentic taste with generous portions and friendly staff.
47,54,1,Not a great experience. Can be improved.
32,49,4,Authentic taste with generous portions and friendly staff.
7,62,3,Good taste but waiting time was a little long.
11,58,5,Absolutely loved the food. Fresh ingredients and excellent taste.
19,3,5,Absolutely loved the food. Fresh ingredients and excellent taste.
5,44,5,Authentic taste with generous portions and friendly staff.
11,10,4,Absolutely loved the food. Fresh ingredients and excellent taste.
22,62,3,Reasonable pricing with satisfactory quality.
42,22,4,Authentic taste with generous portions and friendly staff.
11,7,5,Great flavors and quick service. Would definitely visit again.
13,53,3,Nice place overall though seating could improve.
43,37,5,Absolutely loved the food. Fresh ingredients and excellent taste.
4,51,4,Authentic taste with generous portions and friendly staff.
10,7,4,Authentic taste with generous portions and friendly staff.
6,38,3,Reasonable pricing with satisfactory quality.
13,13,5,Great flavors and quick service. Would definitely visit again.
41,38,1,Not a great experience. Can be improved.
8,40,3,Reasonable pricing with satisfactory quality.
32,34,5,Worth every rupee. Delicious and hygienic.
25,24,4,Authentic taste with generous portions and friendly staff.
24,24,4,One of the best meals I've had in Delhi. Highly recommended.
29,60,5,One of the best meals I've had in Delhi. Highly recommended.
37,8,5,Absolutely loved the food. Fresh ingredients and excellent taste.
6,45,3,Reasonable pricing with satisfactory quality.
49,30,4,Authentic taste with generous portions and friendly staff.
34,54,1,Not a great experience. Can be improved.
37,31,4,Absolutely loved the food. Fresh ingredients and excellent taste.
26,5,4,Worth every rupee. Delicious and hygienic.
37,19,5,Authentic taste with generous portions and friendly staff.
12,22,1,Service was slow and the order was delayed.
9,6,4,Authentic taste with generous portions and friendly staff.
13,19,3,Nice place overall though seating could improve.
21,9,5,Worth every rupee. Delicious and hygienic.
26,71,5,One of the best meals I've had in Delhi. Highly recommended.
34,59,2,Food was cold when served and lacked flavor.
45,67,3,Food was decent and service was average.
27,20,5,Worth every rupee. Delicious and hygienic.
38,13,2,Food was cold when served and lacked flavor.
19,69,2,Not a great experience. Can be improved.
17,50,3,Reasonable pricing with satisfactory quality.
3,23,5,Great flavors and quick service. Would definitely visit again.
40,52,5,One of the best meals I've had in Delhi. Highly recommended.
45,31,5,Authentic taste with generous portions and friendly staff.
18,48,5,One of the best meals I've had in Delhi. Highly recommended.
20,36,3,Food was decent and service was average.
15,18,5,Authentic taste with generous portions and friendly staff.
50,42,5,Authentic taste with generous portions and friendly staff.
39,12,5,Great flavors and quick service. Would definitely visit again.
27,63,3,Nice place overall though seating could improve.
4,66,3,Food was decent and service was average.
20,65,4,Worth every rupee. Delicious and hygienic.
37,4,5,Great flavors and quick service. Would definitely visit again.
4,32,5,Absolutely loved the food. Fresh ingredients and excellent taste.
24,26,5,Authentic taste with generous portions and friendly staff.
33,51,4,Absolutely loved the food. Fresh ingredients and excellent taste.
44,4,5,Authentic taste with generous portions and friendly staff.
39,58,5,Authentic taste with generous portions and friendly staff.
38,71,5,Great flavors and quick service. Would definitely visit again.
17,12,5,Authentic taste with generous portions and friendly staff.
4,21,2,Service was slow and the order was delayed.
15,29,3,Nice place overall though seating could improve.
42,53,4,Absolutely loved the food. Fresh ingredients and excellent taste.
31,17,4,Worth every rupee. Delicious and hygienic.
1,29,5,One of the best meals I've had in Delhi. Highly recommended.
46,36,4,Authentic taste with generous portions and friendly staff.
23,59,5,Authentic taste with generous portions and friendly staff.
20,67,3,Reasonable pricing with satisfactory quality.
38,14,5,One of the best meals I've had in Delhi. Highly recommended.
36,37,5,Absolutely loved the food. Fresh ingredients and excellent taste.
31,9,5,One of the best meals I've had in Delhi. Highly recommended.
41,42,2,Expected better quality for the price.
42,39,5,Worth every rupee. Delicious and hygienic.
49,31,2,Not a great experience. Can be improved.
43,41,3,Food was decent and service was average.
42,64,1,Expected better quality for the price.
27,52,4,Absolutely loved the food. Fresh ingredients and excellent taste.
38,74,3,Nice place overall though seating could improve.
47,29,3,Reasonable pricing with satisfactory quality.
43,46,4,Great flavors and quick service. Would definitely visit again.
43,72,5,Absolutely loved the food. Fresh ingredients and excellent taste.
31,17,3,Good taste but waiting time was a little long.
44,43,3,Good taste but waiting time was a little long.
23,29,3,Nice place overall though seating could improve.
27,43,4,Worth every rupee. Delicious and hygienic.
19,60,2,Not a great experience. Can be improved.
4,75,4,Worth every rupee. Delicious and hygienic.
5,61,2,Food was cold when served and lacked flavor.
44,49,4,Authentic taste with generous portions and friendly staff.
4,20,5,Great flavors and quick service. Would definitely visit again.
22,53,1,Not a great experience. Can be improved.
10,41,2,Service was slow and the order was delayed.
50,11,4,Great flavors and quick service. Would definitely visit again.
21,8,5,One of the best meals I've had in Delhi. Highly recommended.
14,22,4,Great flavors and quick service. Would definitely visit again.
32,12,5,Authentic taste with generous portions and friendly staff.
41,55,4,Authentic taste with generous portions and friendly staff.
25,1,5,Great flavors and quick service. Would definitely visit again.
47,48,1,Expected better quality for the price.
49,68,5,Absolutely loved the food. Fresh ingredients and excellent taste.
41,32,5,One of the best meals I've had in Delhi. Highly recommended.
20,17,5,Worth every rupee. Delicious and hygienic.
38,40,5,Absolutely loved the food. Fresh ingredients and excellent taste.
20,38,4,Worth every rupee. Delicious and hygienic.
39,68,5,Great flavors and quick service. Would definitely visit again.
22,63,4,Great flavors and quick service. Would definitely visit again.
11,52,5,Great flavors and quick service. Would definitely visit again.
47,17,5,Absolutely loved the food. Fresh ingredients and excellent taste.
38,65,5,One of the best meals I've had in Delhi. Highly recommended.
46,5,4,One of the best meals I've had in Delhi. Highly recommended.
50,69,4,Worth every rupee. Delicious and hygienic.
4,14,3,Food was decent and service was average.
4,15,4,Authentic taste with generous portions and friendly staff.
8,71,5,Great flavors and quick service. Would definitely visit again.
14,2,5,Absolutely loved the food. Fresh ingredients and excellent taste.
43,67,5,Worth every rupee. Delicious and hygienic.
45,18,4,Absolutely loved the food. Fresh ingredients and excellent taste.
33,16,5,Absolutely loved the food. Fresh ingredients and excellent taste.
32,26,4,One of the best meals I've had in Delhi. Highly recommended.
34,26,4,Authentic taste with generous portions and friendly staff.
19,21,5,Authentic taste with generous portions and friendly staff.
14,62,5,Absolutely loved the food. Fresh ingredients and excellent taste.
1,12,2,Not a great experience. Can be improved.
10,12,3,Food was decent and service was average.
47,13,2,Service was slow and the order was delayed.
30,38,5,Absolutely loved the food. Fresh ingredients and excellent taste.
7,23,2,Expected better quality for the price.
24,41,4,Absolutely loved the food. Fresh ingredients and excellent taste.
7,6,5,Great flavors and quick service. Would definitely visit again.
43,22,5,Authentic taste with generous portions and friendly staff.
40,35,2,Food was cold when served and lacked flavor.
24,44,5,Authentic taste with generous portions and friendly staff.
26,59,5,Authentic taste with generous portions and friendly staff.
45,62,3,Good taste but waiting time was a little long.
8,17,3,Food was decent and service was average.
11,14,4,Worth every rupee. Delicious and hygienic.
31,73,3,Good taste but waiting time was a little long.
40,49,3,Food was decent and service was average.
44,17,4,Authentic taste with generous portions and friendly staff.
8,53,4,Absolutely loved the food. Fresh ingredients and excellent taste.
17,41,5,Worth every rupee. Delicious and hygienic.
50,74,3,Good taste but waiting time was a little long.
43,44,4,Worth every rupee. Delicious and hygienic.
7,56,3,Good taste but waiting time was a little long.
31,45,3,Reasonable pricing with satisfactory quality.
10,72,2,Food was cold when served and lacked flavor.
1,21,4,Authentic taste with generous portions and friendly staff.
32,22,5,Authentic taste with generous portions and friendly staff.
21,31,5,One of the best meals I've had in Delhi. Highly recommended.
4,65,5,Authentic taste with generous portions and friendly staff.
26,31,5,Authentic taste with generous portions and friendly staff.
37,58,5,Authentic taste with generous portions and friendly staff.
29,41,5,Authentic taste with generous portions and friendly staff.
48,3,5,Authentic taste with generous portions and friendly staff.
3,72,4,Absolutely loved the food. Fresh ingredients and excellent taste.
39,39,2,Service was slow and the order was delayed.
42,59,1,Expected better quality for the price.
4,29,3,Nice place overall though seating could improve.
36,61,3,Nice place overall though seating could improve.
46,58,5,Great flavors and quick service. Would definitely visit again.
1,44,4,One of the best meals I've had in Delhi. Highly recommended.
36,67,4,Absolutely loved the food. Fresh ingredients and excellent taste.
3,22,4,Authentic taste with generous portions and friendly staff.
7,33,4,Great flavors and quick service. Would definitely visit again.
8,51,5,Great flavors and quick service. Would definitely visit again.
46,44,5,Authentic taste with generous portions and friendly staff.
3,16,3,Reasonable pricing with satisfactory quality.
30,65,5,Authentic taste with generous portions and friendly staff.
1,68,3,Reasonable pricing with satisfactory quality.
38,62,2,Service was slow and the order was delayed.
45,75,5,Great flavors and quick service. Would definitely visit again.
7,50,3,Nice place overall though seating could improve.
33,50,4,Worth every rupee. Delicious and hygienic.
45,32,5,One of the best meals I've had in Delhi. Highly recommended.
19,58,3,Good taste but waiting time was a little long.
27,66,5,Worth every rupee. Delicious and hygienic.
21,71,4,Great flavors and quick service. Would definitely visit again.
14,38,3,Good taste but waiting time was a little long.
46,23,4,One of the best meals I've had in Delhi. Highly recommended.
46,15,3,Reasonable pricing with satisfactory quality.
38,74,2,Not a great experience. Can be improved.
44,69,5,Authentic taste with generous portions and friendly staff.
1,67,5,Authentic taste with generous portions and friendly staff.
10,7,3,Good taste but waiting time was a little long.
18,21,1,Expected better quality for the price.
10,8,3,Nice place overall though seating could improve.
14,70,5,Authentic taste with generous portions and friendly staff.
7,72,2,Not a great experience. Can be improved.
16,66,3,Nice place overall though seating could improve.
45,7,2,Not a great experience. Can be improved.
27,41,1,Food was cold when served and lacked flavor.
1,33,5,Authentic taste with generous portions and friendly staff.
15,48,3,Good taste but waiting time was a little long.
50,25,5,Great flavors and quick service. Would definitely visit again.
44,10,5,Great flavors and quick service. Would definitely visit again.
48,66,5,Absolutely loved the food. Fresh ingredients and excellent taste.
28,36,4,Great flavors and quick service. Would definitely visit again.
11,75,3,Food was decent and service was average.
22,60,3,Good taste but waiting time was a little long.
3,20,2,Food was cold when served and lacked flavor.
50,39,4,Worth every rupee. Delicious and hygienic.
36,46,5,One of the best meals I've had in Delhi. Highly recommended.
34,29,1,Food was cold when served and lacked flavor.
33,21,4,Worth every rupee. Delicious and hygienic.
26,12,5,Great flavors and quick service. Would definitely visit again.
43,43,5,One of the best meals I've had in Delhi. Highly recommended.
14,68,4,Worth every rupee. Delicious and hygienic.
49,2,5,One of the best meals I've had in Delhi. Highly recommended.
29,31,2,Service was slow and the order was delayed.
3,42,4,Absolutely loved the food. Fresh ingredients and excellent taste.
25,33,4,One of the best meals I've had in Delhi. Highly recommended.
2,67,3,Nice place overall though seating could improve.
33,66,4,Absolutely loved the food. Fresh ingredients and excellent taste.
19,25,5,Absolutely loved the food. Fresh ingredients and excellent taste.
7,22,1,Food was cold when served and lacked flavor.
41,9,5,Great flavors and quick service. Would definitely visit again.
44,55,3,Good taste but waiting time was a little long.
35,56,4,Absolutely loved the food. Fresh ingredients and excellent taste.
48,20,5,One of the best meals I've had in Delhi. Highly recommended.
3,12,5,Great flavors and quick service. Would definitely visit again.
17,72,5,Great flavors and quick service. Would definitely visit again.
17,53,4,Authentic taste with generous portions and friendly staff.
28,41,5,Absolutely loved the food. Fresh ingredients and excellent taste.
35,1,4,Worth every rupee. Delicious and hygienic.
5,75,5,Absolutely loved the food. Fresh ingredients and excellent taste.
23,65,5,One of the best meals I've had in Delhi. Highly recommended.
39,12,5,Authentic taste with generous portions and friendly staff.
25,51,3,Food was decent and service was average.
31,21,4,Great flavors and quick service. Would definitely visit again.
48,51,3,Nice place overall though seating could improve.
41,19,5,One of the best meals I've had in Delhi. Highly recommended.
1,71,2,Service was slow and the order was delayed.
8,6,5,Worth every rupee. Delicious and hygienic.
26,69,4,Absolutely loved the food. Fresh ingredients and excellent taste.
20,27,3,Nice place overall though seating could improve.
14,53,2,Service was slow and the order was delayed.
11,24,5,One of the best meals I've had in Delhi. Highly recommended.
13,15,5,Worth every rupee. Delicious and hygienic.
